id,lat,long
2038665,50.566669,123.716667
2194098,-35.166672,173.166672
1157662,11.21259,99.511673
2025630,56.906391,118.263062
2445704,13.31536,12.61134
1177042,29.712219,72.555283
6362114,39.60144,-1.20342
3439525,-32.683331,-57.633331
118704,31.265619,56.80545
2037311,47.914719,123.503059
3865086,-38.719601,-62.27243
5663049,45.662441,-110.561043
304854,36.786671,31.44306
1526041,48.681389,71.643333
2188966,-35.383331,174.066666
671584,44.26667,28.566669
2016764,52.21389,104.099998
2022454,49.116669,131.183334
3454244,-31.77194,-52.342499
5129626,44.694229,-75.486343
2448245,15.4509,6.2793
2276492,4.375,-7.71694
1855363,35.700001,138.449997
501847,62.799999,43.25
3936088,-16.014721,-72.014168
3671348,1.91417,-75.144997
2635199,57.89872,-5.16039
2702261,56.661572,16.361629
1268624,26.316669,77.616669
3428067,-35.025002,-58.42276
1507390,73.506943,80.546387
5928063,46.226521,-63.21809
1272892,22.6,75.300003
2248477,14.42196,-16.963751
2125693,61.950001,159.233337
1529484,42.799999,93.449997
1815395,23.665131,116.637863
2121025,67.449997,153.683334
124291,33.1222,46.1646
3382783,5.76667,-56.683331
2170139,-33.833328,148.683334
2299236,8.46885,-0.01127
517172,52.132359,46.071442
6151264,48.37463,-123.727623
3143513,62.594311,9.6912
590888,59.44389,25.441389
1504382,59.055561,80.857224
1726449,20.44865,121.970169
4698562,29.34746,-99.141418
576260,56.86174,59.052311
3459667,-21.05278,-49.688332
3668861,10.60361,-75.288239
478071,54.936943,58.165558
478050,61.686359,53.690201
5896969,55.21664,-119.43605
2090021,-3.66667,152.433334
2457163,16.271669,-0.04472
4453035,35.707909,-79.813637
484314,60.499722,43.576111
5836665,43.02496,-108.380096
5427207,39.577259,-105.116867
2030065,45.762501,106.270828
3447075,-12.40389,-46.436111
1716915,11.2976,124.512398
2646276,51.209301,-4.11344
1267084,20.683331,76.566673
1337620,6.15,73.26667
141736,29.106001,58.356998
708380,48.672741,25.501631
1280849,39.45472,75.979721
342856,5.78333,36.566669
3648546,8.62261,-70.207489
2120048,64.566673,143.199997
2618795,62.226551,-6.58901
1790894,29.85058,115.552498
5961564,46.196949,-59.956982
4015076,30.366671,-107.949997
2028164,69.300003,139.899994
1519385,53.880001,67.415833
2377457,20.930981,-17.034651
3433715,-29.14003,-59.262562
6067472,47.16663,-55.148289
3421193,61.994019,-49.667759
2364041,6.58333,1.5
1651531,-3.69543,128.181396
2396646,1.5995,11.57933
1580830,20.81333,105.338333
2342628,7.71361,3.91722
3098925,53.11087,19.05381
1800146,30.79508,106.08474
1817858,24.41667,111.51667
317106,37.84016,29.06982
1831112,10.61667,104.183327
6154159,49.49995,-56.064919
3032833,43.347618,3.21899
155285,-9.93333,35.333328
1491953,53.325001,91.935562
3927942,-12.73333,-69.183327
2093846,-6.12193,141.290604
2027042,67.80056,130.411392
5767918,44.36832,-100.350967
3131683,58.637589,6.09133
4018904,27.01667,-108.933327
3668017,5.50291,-73.852272
494877,54.450001,51.48333
2965761,55.25,-7.26667
1788206,35.162781,112.864998
1252964,24.6,94.033333
2190172,-41.283329,173.766663
3896774,-38.700001,-73.166672
692146,49.04245,28.41732
934966,-26.033331,31.85
3994469,29.566669,-104.416672
2455290,18.441111,1.40778
4913110,41.988918,-88.686752
215605,-2.46833,28.824169
5016024,43.64801,-93.368271
5815136,45.582619,-122.353416
3384482,5.06667,-54.966671
504269,61.809879,36.534538
5493811,36.407249,-105.573067
2088122,-9.44314,147.179718
3579585,16.043221,-61.56596
1831125,12.71112,104.888733
5394842,35.500511,-119.271782
965528,-23.942989,31.141069
101628,28.383329,36.583328
1648759,-8.46667,118.716667
3736808,-3.28472,-60.186111
1566166,19.799999,105.76667
2071860,-33.866669,121.900002
6137381,48.550091,-71.332382
3444105,-16.366671,-58.400002
1337612,6.88333,73.099998
5690366,46.82666,-100.88958
1498087,65.533333,72.51667
3833883,-43.248951,-65.305054
3397315,-5.5375,-35.819721
932960,-25.26667,23.283331
1729456,9.91056,118.702217
3620680,12.01366,-83.763527
638936,66.5,25.716669
1265240,24.799999,93.01667
189741,-2.27169,40.902012
6144312,50.200111,-66.38208
1795632,29.957621,122.298019
8014047,33.071972,-16.341471
1271644,29.76667,77.25
2206900,-41.752621,171.603699
2315417,-1.95,18.26667
3464547,-30.98278,-54.673061
1056151,-19.16667,46.73333
1799908,31.353331,106.063087
1636806,-3.5403,118.970703
3947019,-13.15833,-74.223892
2093967,-5.55021,150.142853
1171868,30.370529,68.597977
3769976,4.31328,-72.081573
3529660,21.25,-89.050003
548395,58.55386,50.03986
599614,54.166672,25
1642754,-7.57722,110.897499
2401495,-0.09207,11.93846
2019004,57.1334,103.911201
3470137,-15.86306,-38.882778
3361934,-33.011669,17.944201
606531,65.82518,21.688641
945945,-28.44776,21.256121
202326,-2.4846,28.907499
625367,53.412201,24.5387
1277530,21.66667,82.166672
1256369,24.41667,81.883331
577922,64.523216,34.7668
1806466,32.44202,105.822998
1510709,53.283329,80.76667
6104745,50.466782,-104.417778
1639337,-7.63306,109.246109
2395261,9.00814,1.6654
286621,17.015051,54.092369
2295517,9.62441,-0.8253
2173125,-41.066669,145.916672
6068416,63.592739,-135.899841
152042,-4.2,36.933331
113659,33.59586,56.92437
3171058,45.046761,9.69937
4791259,36.852928,-75.977982
5952330,46.700111,-75.449287
2122783,51.833328,143.166672
491019,51.163101,54.99176
2699310,56.031288,14.15242
917688,-15.32916,28.682039
3573197,32.291489,-64.777969
3405215,3.08333,-59.950001
1064275,-22.4,46.116669
687787,49.791882,25.372971
1512101,61.924721,63.02306
1643837,0.5412,123.059502
2019309,56.670898,124.649101
1052373,-19.843611,34.83889
1282898,28.233334,83.98333
4031574,64.383331,-173.300003
2171069,-38.333328,143.583328
2456917,16.41453,-3.67075
6104820,50.148899,-95.881149
2020584,56.172501,107.445831
1849892,35.5,134.233337
5699404,41.866631,-103.667168
1634614,-3.36667,135.483337
706900,49.75182,31.460039
1488920,52.257599,87.122398
584717,41.46349,48.806049
2170260,-36.033329,146.383331
5712169,44.774872,-117.834381
779622,70.996338,24.66217
176146,-8.84024,31.36587
566165,55.043289,43.241779
2619154,55.679539,11.08864
1640044,0.9,104.633331
1271956,27.333332,77.76667
1785018,24.51333,117.655563
2012530,66.769722,123.371109
1682958,18.28907,122.029152
1500125,55.154209,72.692467
548478,59.862991,38.381279
1582886,17.48333,106.599998
3456368,-23.065001,-54.190559
1611635,5.77434,101.072311
617254,47.499722,28.365561
1511057,57.018608,82.071114
499025,63.608299,40.511101
1244926,6.1241,81.1185
1282714,27.86731,83.5467
5670128,46.863258,-114.048439
608271,49.144718,56.487221
3438834,-23.406389,-57.434441
234092,0.76972,33.61306
5924351,70.469162,-68.591431
5735238,42.224869,-121.78167
863061,65.993889,57.528061
2136150,-15.53333,167.166672
3654410,-0.95,-80.73333
749704,41.198891,36.721939
5866063,60.55444,-151.258331
1805270,28.316669,109.716667
286987,22.933331,57.533329
5662162,47.062469,-109.428238
2017384,44.361401,135.8116
2187060,-36.099998,174.366669
370510,12.35,32.183331
621754,53.086666,25.321943
2126199,68.75,161.300003
578638,54.39304,53.260231
778707,71.035698,27.849171
1177446,25.12163,62.325409
5983720,63.750591,-68.514488
1792087,35.878609,119.975281
2013921,70.01667,135.600006
2704613,61.72897,17.10358
1503726,66.801392,65.80806
3667070,2.7717,-77.665359
155076,-4.73333,38.099998
2325688,4.82561,8.23434
1856068,26.58806,127.976112
5000947,46.543541,-87.395416
7696234,30.128189,111.778374
336350,7.01667,39.98333
1635882,-8.58333,116.116669
5823516,42.759689,-105.38221
5335006,33.779739,-116.465286
3141310,64.862083,11.23734
336745,10.16639,40.645279
3395689,-7.70611,-38.154442
1806776,23.08333,114.400002
3985665,28.433331,-113.75
2019323,51.3088,119.610001
190544,-1.7426,37.12941
1540475,58.941669,69.1325
2851962,53.149448,12.17405
3663693,-5.18333,-68.900002
4149635,30.152981,-85.569931
2856530,48.700001,13.01667
790744,41.139172,22.502501
3437029,-26.966669,-56.816669
514966,58.403561,49.05719
2282006,4.74851,-6.6363
552006,49.040009,41.005569
1629380,-8.6136,120.472099
2120047,61.150002,149.633331
1699524,16.535,121.857399
3165773,41.988838,14.98953
2210554,31.20892,16.588659
5975004,58.51688,-117.136047
997140,-27.281151,27.9709
3649959,-4.06917,-78.956673
1267480,25.533331,87.583328
1014489,-32.33083,28.149811
2032614,46.680561,113.279167
2421903,11.3,-10.71667
791887,45.009441,20.635559
5911440,47.61668,-57.615162
567047,58.769989,47.956421
591260,59.398609,27.27306
2612204,56.491219,8.58376
148251,38.955799,45.630798
2028028,50.281391,113.286667
3418910,72.786842,-56.15485
6427331,49.166672,-0.31667
3419842,66.939461,-53.6735
3692029,-6.93395,-76.771584
3177646,45.877941,10.18115
3380290,5.38333,-52.950001
157632,-5.85,39.316669
4032420,-18.65,-173.983337
5906757,49.86676,-111.368431
545673,56.700001,36.766666
509104,52.710579,41.951981
1254133,26.283331,94.833328
3439189,-23.26667,-55.533329
1012600,-32.164219,25.619181
902721,-10.38446,28.698
3842670,-36.892719,-60.32254
3453014,-13.44083,-49.148609
2014833,64.283333,100.25
2516089,37.673592,-4.93122
6078447,49.191898,-98.101357
3463140,-15.53722,-47.334438
510342,55.753132,49.654541
423549,-3.9736,29.438601
3058531,48.307629,18.08453
3450083,-29.68417,-53.806938
1014653,-30.99766,26.328621
946973,-23.83322,30.163509
1164306,28.49139,66.258499
64435,10.43959,45.01432
477940,65.44104,52.14978
3691348,-9.28951,-76.008759
2020871,58.51667,125.51667
1511494,56.081001,86.028503
1056386,-16.91667,49.583328
2012956,61.276669,108.010834
3720824,18.44232,-73.087578
568464,48.06242,46.109112
2027316,56.450001,138.166672
593153,54.651669,23.032221
